compound_id,is_hit,true_capture_prob,input_count,selected_count,scaffold_id,log2_enrichment_mean,log2_enrichment_ci_low,log2_enrichment_ci_high,prob_enriched,scaffold_log2_enrichment
81,False,0.001,399,0,0,-8.387316730033836,-15.032126366785961,-1.7425070932817128,0.006681667764983024,0.05066920525792676
82,False,0.001,225,0,0,-7.560765402441989,-14.20674126465812,-0.9147895402258595,0.012882206109005478,0.05066920525792676
83,False,0.001,318,98,0,1.6250204331902427,1.2983495766330275,1.9516912897474579,1.0,0.05066920525792676
84,False,0.001,2286,337,0,0.5613900990164936,0.39652234553366605,0.7262578524993211,0.999999999987542,0.05066920525792676
85,False,0.001,329,179,0,2.4452670206173552,2.182710189742747,2.7078238514919635,1.0,0.05066920525792676
86,False,0.001,506,86,0,0.7663487210666367,0.43655732155718735,1.096140120576086,0.9999973737627843,0.05066920525792676
87,False,0.001,638,0,0,-9.064526993714574,-15.708771679217179,-2.420282308211971,0.0037485710164268937,0.05066920525792676
88,False,0.001,498,0,0,-8.707096312234771,-15.351606145354737,-2.062586479114807,0.005108822801554558,0.05066920525792676
89,False,0.001,500,0,0,-8.712879029189809,-15.35738402907705,-2.0683740293025696,0.0050837081248209515,0.05066920525792676
90,False,0.001,772,91,0,0.2384124996270341,-0.07496509302337595,0.551790092277444,0.9320334612278602,0.05066920525792676
91,False,0.001,105,83,0,2.984191897683261,2.568869476100366,3.399514319266156,1.0,0.05066920525792676
92,False,0.001,198,0,0,-7.37631353623483,-14.02265405880092,-0.7299730136687428,0.014806501303894493,0.05066920525792676
93,False,0.001,637,75,0,0.23665298341618698,-0.10854027717266237,0.5818462440050363,0.9104750140548274,0.05066920525792676
94,False,0.001,299,73,0,1.2888710756981192,0.9197198247265497,1.6580223266696885,0.9999999999961253,0.05066920525792676
95,False,0.001,960,92,0,-0.06025998363365739,-0.36883977756622427,0.2483198102989094,0.3509543933151549,0.05066920525792676
96,False,0.001,44,0,0,-5.205611659583929,-11.862584939703641,1.4513616205357822,0.06268103387476431,0.05066920525792676
97,False,0.001,197,0,0,-7.3690075819605285,-14.015363529946468,-0.722651633974591,0.014887565695007487,0.05066920525792676
98,False,0.001,144,0,0,-6.916796902000593,-13.564276945373766,-0.2693168586274206,0.020706546285297,0.05066920525792676
99,False,0.001,473,0,0,-8.632785939730327,-15.27735963681568,-1.9882122426449769,0.0054415336827844385,0.05066920525792676
100,False,0.001,255,0,0,-7.741361231859147,-14.38702247989879,-1.0956999838195065,0.011211884780883086,0.05066920525792676
101,False,0.001,1240,96,0,-0.3680838693468671,-0.6676122272334821,-0.06855551146025213,0.008007862261682708,0.05066920525792676
102,False,0.001,332,0,0,-8.122088326759856,-14.767202305255442,-1.4769743482642737,0.008296710964913356,0.05066920525792676
103,False,0.001,1393,77,0,-0.8542326317445824,-1.185253296662887,-0.5232119668262778,2.1196349875296505e-07,0.05066920525792676
104,False,0.001,782,321,0,2.0388312842793006,1.851504381269792,2.226158187288809,1.0,0.05066920525792676
105,False,0.001,440,0,0,-8.528442090628321,-15.173111200119266,-1.8837729811373771,0.005941219720388635,0.05066920525792676
106,False,0.001,510,91,0,0.8365463164250567,0.5147907557438296,1.1583018771062839,0.9999998263603962,0.05066920525792676
107,False,0.001,271,0,0,-7.829167289735993,-14.474689223684123,-1.1836453557878652,0.010470221849145922,0.05066920525792676
108,False,0.001,108,0,0,-6.501656074144795,-13.150528774843748,0.14721662655415724,0.027646465245988128,0.05066920525792676
109,False,0.001,91,0,0,-6.25448641581045,-12.90439971663043,0.3954268850095275,0.032634021303363125,0.05066920525792676
110,False,0.001,24,0,0,-4.330351519432125,-10.998708980426464,2.338005941562211,0.10154856549186897,0.05066920525792676
111,False,0.001,891,177,0,0.9916291578422306,0.759013185619988,1.2242451300644732,1.0,0.05066920525792676
112,False,0.001,229,0,0,-7.586191498788612,-14.232120650035728,-0.9402623475414975,0.012634721831024098,0.05066920525792676
113,False,0.001,112,0,0,-6.554138216236251,-13.202811972096105,0.0945355396236014,0.026673839332529647,0.05066920525792676
114,False,0.001,646,0,0,-9.082505616190687,-15.72673862151904,-2.4382726108623363,0.003689658193916201,0.05066920525792676
115,False,0.001,180,0,0,-7.2387872999531675,-13.88543170111126,-0.5921428987950765,0.016397861894248633,0.05066920525792676
116,False,0.001,405,87,0,1.1042711945411583,0.7701542562149462,1.4383881328673702,0.9999999999534551,0.05066920525792676
117,False,0.001,1023,99,0,-0.04613398257039526,-0.3437237438496111,0.2514557787088205,0.3806232681294821,0.05066920525792676
118,False,0.001,72,0,0,-5.916488829178744,-12.56814653258282,0.7351688742253311,0.04063706755793872,0.05066920525792676
119,False,0.001,266,0,0,-7.802297551621299,-14.447861220975314,-1.156733882267286,0.010692498012086604,0.05066920525792676
120,False,0.001,47,0,0,-5.300831246377237,-11.956932179537747,1.35526968678327,0.05927490773242816,0.05066920525792676
121,False,0.001,141,0,0,-6.886416638472239,-13.533985577866769,-0.23884769907771197,0.021158676984004088,0.05066920525792676
122,False,0.001,267,0,0,-7.8077116835988605,-14.453266880828627,-1.1621564863690956,0.010647382253397342,0.05066920525792676
123,False,0.001,110,0,0,-6.528135778816975,-13.176907198768353,0.12063564113440073,0.027152088192817447,0.05066920525792676
124,False,0.001,4,0,0,-1.7395161896121607,-8.531998319427512,5.052965940203189,0.3078563858425907,0.05066920525792676
125,False,0.001,156,0,0,-7.0322980549898855,-13.67945670169197,-0.38513940828780235,0.01906171450499128,0.05066920525792676
126,False,0.001,645,0,0,-9.080270502807469,-15.72450495231275,-2.43603605330219,0.003696936757328295,0.05066920525792676
127,False,0.001,518,0,0,-8.763906185171756,-15.40836936542026,-2.1194430049232524,0.004866818242167059,0.05066920525792676
128,False,0.001,195,0,0,-7.354283733695154,-14.000671007112775,-0.7078964602775342,0.015052098357860921,0.05066920525792676
129,False,0.001,87,0,0,-6.1896129072600585,-12.83983014514099,0.460604330620872,0.03405987443703773,0.05066920525792676
130,False,0.001,692,84,0,0.2807303834731433,-0.04596501647820528,0.6074257834244918,0.9539287983504017,0.05066920525792676
131,False,0.001,503,89,0,0.8244142575594496,0.49926719965108884,1.1495613154678104,0.9999996643921663,0.05066920525792676
132,False,0.001,1373,0,0,-10.170268437959395,-16.81400821385191,-3.526528662066882,0.0013484708393959322,0.05066920525792676
133,False,0.001,202,0,0,-7.405172900035425,-14.051453248078689,-0.7588925519921634,0.014489993861592665,0.05066920525792676
134,False,0.001,739,0,0,-9.276554665502527,-15.920670445941761,-2.6324388850632943,0.003104701622662076,0.05066920525792676
135,False,0.001,15,0,0,-3.651301114123353,-10.334669636570066,3.0320674083233574,0.14213413597748037,0.05066920525792676
136,False,0.001,9,0,0,-2.9127807621577206,-9.622777347819055,3.7972158235036115,0.19743690667012337,0.05066920525792676
137,False,0.001,19,0,0,-3.992878159609077,-10.667821892196592,2.6820655729784377,0.12051243759298913,0.05066920525792676
138,False,0.001,21,0,0,-4.137466683939392,-10.809400001411273,2.534466633532488,0.11210055807868824,0.05066920525792676
139,False,0.001,235,0,0,-7.623509684339886,-14.26937175049762,-0.9776476181821554,0.012278951735755328,0.05066920525792676
140,False,0.001,17,0,0,-3.8321722894825507,-10.510833661726354,2.8464890827612503,0.13037620535730754,0.05066920525792676
141,False,0.001,645,95,0,0.5598072497366929,0.24909344460948557,0.8705210548639002,0.999793184392036,0.05066920525792676
142,False,0.001,12,0,0,-3.3287622532412273,-10.022125963576801,3.364601457094344,0.16484592817448607,0.05066920525792676
143,False,0.001,193,0,0,-7.339408066436937,-13.985827314467752,-0.6929888184061248,0.015219914580049232,0.05066920525792676
144,False,0.001,89,0,0,-6.222414271965149,-12.872476126922628,0.4276475829923303,0.03333264008524994,0.05066920525792676
145,False,0.001,321,0,0,-8.073473713323535,-14.718649799235799,-1.4282976274112738,0.008627379052718709,0.05066920525792676
146,False,0.001,10,0,0,-3.0651503594441687,-9.768497953985573,3.638197235097233,0.1850712174672149,0.05066920525792676
147,False,0.001,257,0,0,-7.752633721682909,-14.398276606878259,-1.1069908364875607,0.011114180991673273,0.05066920525792676
148,False,0.001,1138,91,0,-0.32143424910433926,-0.6294510471341352,-0.013417451074543452,0.02041059908839593,0.05066920525792676
149,False,0.001,371,0,0,-8.28233860334954,-14.927262058088647,-1.637415148610435,0.007284273722689805,0.05066920525792676
150,False,0.001,154,0,0,-7.01367864437162,-13.660887379212083,-0.3664699095311583,0.019319092916053604,0.05066920525792676
151,False,0.001,686,0,0,-9.169184127579992,-15.813362818311695,-2.525005436848291,0.0034171274082503977,0.05066920525792676
152,False,0.001,209,0,0,-7.454328014381632,-14.10050859900549,-0.8081474297577751,0.013964319082466647,0.05066920525792676
153,False,0.001,66,0,0,-5.7909025506144385,-12.44331972504568,0.8615146238168006,0.04399093279803035,0.05066920525792676
154,False,0.001,636,0,0,-9.059997111389224,-15.704244762847011,-2.4157494599314377,0.0037635471443856483,0.05066920525792676
155,False,0.001,46,0,0,-5.269784442604875,-11.926163520604966,1.3865946353952143,0.06036909189172279,0.05066920525792676
156,False,0.001,557,88,0,0.6609791210491608,0.33663215939632013,0.9853260827020014,0.9999675386745474,0.05066920525792676
157,False,0.001,972,81,0,-0.26195970455763423,-0.5889599862438213,0.06504057712855282,0.05819292105959761,0.05066920525792676
158,False,0.001,349,0,0,-8.19413876091769,-14.839164455643076,-1.549113066192306,0.007827130036284657,0.05066920525792676
159,False,0.001,179,0,0,-7.230748586134742,-13.877411661246102,-0.5840855110233836,0.01649525491739645,0.05066920525792676
160,False,0.001,894,86,0,-0.05482768049851395,-0.3740514816259439,0.26439612062891593,0.36819795333688643,0.05066920525792676
161,False,0.001,53,0,0,-5.474266934078397,-12.128919337039955,1.1803854688831592,0.053447193327002096,0.05066920525792676
162,False,0.001,189,0,0,-7.309188521102522,-13.9556737483333,-0.6627032938717452,0.01556579079483189,0.05066920525792676
163,False,0.001,603,0,0,-8.983124440651446,-15.627423870832672,-2.338825010470222,0.004026010710034833,0.05066920525792676
164,False,0.001,531,0,0,-8.79966809281304,-15.44410283321,-2.155233352416082,0.004719770835209469,0.05066920525792676
165,False,0.001,303,0,0,-7.990209841044741,-14.63549728380551,-1.3449223982839733,0.009220657124077714,0.05066920525792676
166,False,0.001,2035,81,0,-1.3279847378559642,-1.648347269397812,-1.0076222063141163,2.220446049250313e-16,0.05066920525792676
167,False,0.001,283,0,0,-7.891683559165879,-14.537111344807236,-1.246255773524525,0.009968605015395537,0.05066920525792676
168,False,0.001,99,85,0,3.1034704735690206,2.6853290789277096,3.5216118682103317,1.0,0.05066920525792676
169,False,0.001,292,80,0,1.4552081423948875,1.0983851339412858,1.812031150848489,0.9999999999999993,0.05066920525792676
170,False,0.001,441,0,0,-8.531717456279626,-15.17638346469386,-1.8870514478653932,0.005924935564881717,0.05066920525792676
171,False,0.001,50,0,0,-5.390153663300882,-12.045486891596983,1.2651795649952176,0.05621391203785653,0.05066920525792676
172,False,0.001,502,73,0,0.5412679515964063,0.18706837672055654,0.895467526472256,0.9986282579080494,0.05066920525792676
173,False,0.001,878,0,0,-9.52521097819002,-16.169197846977397,-2.881224109402644,0.0024776920863091023,0.05066920525792676
174,False,0.001,301,0,0,-7.9806545429696305,-14.62595518079916,-1.3353539051401038,0.009290976538642526,0.05066920525792676
175,False,0.001,46,0,0,-5.269784442604875,-11.926163520604966,1.3865946353952143,0.06036909189172279,0.05066920525792676
176,False,0.001,126,0,0,-6.7241074623309265,-13.372184371195072,-0.07603055346678111,0.02371841571243205,0.05066920525792676
177,False,0.001,128,0,0,-6.746833077644798,-13.39483537932817,-0.09883077596142709,0.02334501292615898,0.05066920525792676
178,True,0.02,300,474,0,3.9834898225233406,3.774971945483623,4.192007699563058,1.0,0.05066920525792676
179,False,0.001,223,93,0,2.061488604261359,1.712466071973768,2.4105111365489496,1.0,0.05066920525792676
180,False,0.001,840,88,0,0.06823964594029708,-0.2485637255639797,0.3850430174445738,0.6635522603283845,0.05066920525792676
181,False,0.001,398,0,0,-8.383696129076052,-15.028509555004746,-1.7388827031473602,0.006701693290386723,0.05066920525792676
182,False,0.001,106,0,0,-6.474681254032551,-13.12365905681932,0.17429654875421896,0.028157797345198743,0.05066920525792676
183,False,0.001,11,0,0,-3.2029647508652346,-9.900868071252226,3.4949385695217563,0.17431169907694277,0.05066920525792676
184,False,0.001,123,0,0,-6.689333401873446,-13.337526770149253,-0.041140033597640624,0.024299521692553783,0.05066920525792676
185,False,0.001,135,0,0,-6.823666780901685,-13.471425363787429,-0.17590819801594293,0.022119081012125452,0.05066920525792676
186,False,0.001,511,0,0,-8.744276178599668,-15.388755271962417,-2.099797085236921,0.0049492588403691196,0.05066920525792676
187,False,0.001,132,0,0,-6.791237776181862,-13.439097645174204,-0.14337790718952093,0.022629701238343958,0.05066920525792676
188,False,0.001,817,0,0,-9.421322250912826,-16.065360291462603,-2.777284210363052,0.002724216651360578,0.05066920525792676
189,False,0.001,333,0,0,-8.126427671721975,-14.771536207544056,-1.481319135899895,0.00826774433260824,0.05066920525792676
190,False,0.001,493,0,0,-8.692537292742676,-15.337059380504577,-2.048015204980776,0.005172543554708087,0.05066920525792676
191,False,0.001,579,0,0,-8.924526665907107,-15.568867460442304,-2.280185871371912,0.004236967920114076,0.05066920525792676
192,False,0.001,5,0,0,-2.0623829200305126,-8.825323743206285,4.700557903145259,0.27502072805363165,0.05066920525792676
193,False,0.001,391,0,0,-8.358094268164798,-15.00293476100498,-1.7132537753246195,0.006844818242091155,0.05066920525792676
194,False,0.001,71,0,0,-5.896302352259837,-12.548077722347193,0.7554730178275175,0.041161667104759214,0.05066920525792676
195,False,0.001,313,0,0,-8.037059472074437,-14.682283468780533,-1.3918354753683433,0.008882587395349417,0.05066920525792676
196,False,0.001,746,165,0,1.146587088123375,0.9033979185217669,1.3897762577249833,1.0,0.05066920525792676
197,False,0.001,222,0,0,-7.541397370708927,-14.187409370729643,-0.8953853706882109,0.013073530947646406,0.05066920525792676
198,False,0.001,120,85,0,2.8258578271312684,2.424982733273806,3.2267329209887308,1.0,0.05066920525792676
199,False,0.001,432,0,0,-8.501967971501283,-15.146662406434995,-1.8572735365675728,0.006074305747297837,0.05066920525792676
200,False,0.001,191,98,0,2.360568868717783,2.009233753052876,2.7119039843826895,1.0,0.05066920525792676
201,False,0.001,120,0,0,-6.653700422528462,-13.302016072426333,-0.005384772630592671,0.02490736479239175,0.05066920525792676
202,False,0.001,171,0,0,-7.16477358301146,-13.811593911773485,-0.5179532542494352,0.017313478740875965,0.05066920525792676
203,False,0.001,194,0,0,-7.346865072864154,-13.99326825118592,-0.7004618945423884,0.01513559003102427,0.05066920525792676
204,False,0.001,46,0,0,-5.269784442604875,-11.926163520604966,1.3865946353952143,0.06036909189172279,0.05066920525792676
205,False,0.001,370,0,0,-8.278444357381629,-14.923372195638981,-1.633516519124278,0.007307522250002418,0.05066920525792676
206,False,0.001,1134,169,0,0.5769567903721319,0.34387687283904617,0.8100367079052175,0.9999993877058554,0.05066920525792676
207,False,0.001,169,0,0,-7.14779739690204,-13.794659365106416,-0.500935428697665,0.01752955125777267,0.05066920525792676
208,False,0.001,18,0,0,-3.914761176880711,-10.591460617862065,2.761938264100642,0.12523898582577098,0.05066920525792676
209,False,0.001,499,195,0,1.967803026696982,1.729079005182265,2.206527048211699,1.0,0.05066920525792676
210,False,0.001,76,0,0,-5.994523499594266,-12.645741494244895,0.6566944950563629,0.038660114146856106,0.05066920525792676
211,False,0.001,35,0,0,-4.875214403484645,-11.53570149366341,1.7852726866941167,0.07569820569713859,0.05066920525792676
212,False,0.001,49,0,0,-5.360989686278797,-12.016568375217728,1.2945890026601319,0.05719925951486737,0.05066920525792676
213,False,0.001,3,0,0,-1.3235611485694525,-8.16479329608921,5.517670998950304,0.3522730973299246,0.05066920525792676
214,False,0.001,174,0,0,-7.189869092307945,-13.836628756554173,-0.5431094280617179,0.016998240040001167,0.05066920525792676
215,False,0.001,320,74,0,1.2105716794865244,0.8458305053646529,1.575312853608396,0.9999999999611785,0.05066920525792676
216,False,0.001,119,0,0,-6.641624466541114,-13.289982246901078,0.006733313818847009,0.025116239907529425,0.05066920525792676
217,False,0.001,696,0,0,-9.190063808738433,-15.83422989627896,-2.5458977211979077,0.0033542447388268393,0.05066920525792676
218,False,0.001,359,191,0,2.4129880964088977,2.1598130598425764,2.666163132975219,1.0,0.05066920525792676
219,True,0.02,145,422,0,4.864903897850843,4.592769293395928,5.137038502305759,1.0,0.05066920525792676
220,False,0.001,294,0,0,-7.946703635537364,-14.592051869795206,-1.3013554012795234,0.009544642073365694,0.05066920525792676
221,False,0.001,577,0,0,-8.919534364801569,-15.563878761687887,-2.275189967915252,0.004255389954168076,0.05066920525792676
222,False,0.001,129,0,0,-6.7580630387349645,-13.406028904248446,-0.11009717322148482,0.023162332374257577,0.05066920525792676
223,False,0.001,273,92,0,1.7539922741124216,1.413135329734714,2.094849218490129,1.0,0.05066920525792676
224,False,0.001,86,0,0,-6.1729282550841225,-12.823225894074856,0.47736938390661,0.03443477918684168,0.05066920525792676
225,False,0.001,114,0,0,-6.579680286556934,-13.228259804658737,0.06889923154486866,0.026210945020685217,0.05066920525792676
226,False,0.001,2238,94,0,-1.2503536357514144,-1.548036240458763,-0.9526710310440658,1.1102230246251565e-16,0.05066920525792676
227,False,0.001,342,102,0,1.5777741596462576,1.2587950576619997,1.8967532616305152,1.0,0.05066920525792676
228,False,0.001,286,0,0,-7.906898327852484,-14.55230381081639,-1.2614928448885792,0.009849750423827408,0.05066920525792676
229,False,0.001,819,0,0,-9.424849760274977,-16.068886002199648,-2.7808135183503104,0.0027154953208449184,0.05066920525792676
230,False,0.001,38,0,0,-4.993954389080843,-11.653085369164259,1.6651765910025729,0.07080023449334816,0.05066920525792676
231,False,0.001,642,85,0,0.4060139390735364,0.07965644856470588,0.7323714295823669,0.9926226915454418,0.05066920525792676
232,False,0.001,715,88,0,0.3006951906587705,-0.01872393115371196,0.6201143124712528,0.9674865732878999,0.05066920525792676
233,False,0.001,114,0,0,-6.579680286556934,-13.228259804658737,0.06889923154486866,0.026210945020685217,0.05066920525792676
