compound_id,is_hit,true_capture_prob,input_count,selected_count,scaffold_id
82,False,0.001,225,0,0
83,False,0.001,318,98,0
84,False,0.001,2286,337,0
85,False,0.001,329,179,0
86,False,0.001,506,86,0
87,False,0.001,638,0,0
88,False,0.001,498,0,0
89,False,0.001,500,0,0
90,False,0.001,772,91,0
91,False,0.001,105,83,0
92,False,0.001,198,0,0
93,False,0.001,637,75,0
94,False,0.001,299,73,0
95,False,0.001,960,92,0
96,False,0.001,44,0,0
97,False,0.001,197,0,0
98,False,0.001,144,0,0
99,False,0.001,473,0,0
100,False,0.001,255,0,0
101,False,0.001,1240,96,0
102,False,0.001,332,0,0
103,False,0.001,1393,77,0
104,False,0.001,782,321,0
105,False,0.001,440,0,0
106,False,0.001,510,91,0
107,False,0.001,271,0,0
108,False,0.001,108,0,0
109,False,0.001,91,0,0
110,False,0.001,24,0,0
111,False,0.001,891,177,0
112,False,0.001,229,0,0
113,False,0.001,112,0,0
114,False,0.001,646,0,0
115,False,0.001,180,0,0
116,False,0.001,405,87,0
117,False,0.001,1023,99,0
118,False,0.001,72,0,0
119,False,0.001,266,0,0
120,False,0.001,47,0,0
121,False,0.001,141,0,0
122,False,0.001,267,0,0
123,False,0.001,110,0,0
124,False,0.001,4,0,0
125,False,0.001,156,0,0
126,False,0.001,645,0,0
127,False,0.001,518,0,0
128,False,0.001,195,0,0
129,False,0.001,87,0,0
130,False,0.001,692,84,0
131,False,0.001,503,89,0
132,False,0.001,1373,0,0
133,False,0.001,202,0,0
134,False,0.001,739,0,0
135,False,0.001,15,0,0
136,False,0.001,9,0,0
137,False,0.001,19,0,0
138,False,0.001,21,0,0
139,False,0.001,235,0,0
140,False,0.001,17,0,0
141,False,0.001,645,95,0
142,False,0.001,12,0,0
143,False,0.001,193,0,0
144,False,0.001,89,0,0
145,False,0.001,321,0,0
146,False,0.001,10,0,0
147,False,0.001,257,0,0
148,False,0.001,1138,91,0
149,False,0.001,371,0,0
150,False,0.001,154,0,0
151,False,0.001,686,0,0
152,False,0.001,209,0,0
153,False,0.001,66,0,0
154,False,0.001,636,0,0
155,False,0.001,46,0,0
156,False,0.001,557,88,0
157,False,0.001,972,81,0
158,False,0.001,349,0,0
159,False,0.001,179,0,0
160,False,0.001,894,86,0
161,False,0.001,53,0,0
162,False,0.001,189,0,0
163,False,0.001,603,0,0
164,False,0.001,531,0,0
165,False,0.001,303,0,0
166,False,0.001,2035,81,0
167,False,0.001,283,0,0
168,False,0.001,99,85,0
169,False,0.001,292,80,0
170,False,0.001,441,0,0
171,False,0.001,50,0,0
172,False,0.001,502,73,0
173,False,0.001,878,0,0
174,False,0.001,301,0,0
175,False,0.001,46,0,0
176,False,0.001,126,0,0
177,False,0.001,128,0,0
178,True,0.02,300,474,0
179,False,0.001,223,93,0
180,False,0.001,840,88,0
181,False,0.001,398,0,0
182,False,0.001,106,0,0
183,False,0.001,11,0,0
184,False,0.001,123,0,0
185,False,0.001,135,0,0
186,False,0.001,511,0,0
187,False,0.001,132,0,0
188,False,0.001,817,0,0
189,False,0.001,333,0,0
190,False,0.001,493,0,0
191,False,0.001,579,0,0
192,False,0.001,5,0,0
193,False,0.001,391,0,0
194,False,0.001,71,0,0
195,False,0.001,313,0,0
196,False,0.001,746,165,0
197,False,0.001,222,0,0
198,False,0.001,120,85,0
199,False,0.001,432,0,0
200,False,0.001,191,98,0
201,False,0.001,120,0,0
202,False,0.001,171,0,0
203,False,0.001,194,0,0
204,False,0.001,46,0,0
205,False,0.001,370,0,0
206,False,0.001,1134,169,0
207,False,0.001,169,0,0
208,False,0.001,18,0,0
209,False,0.001,499,195,0
210,False,0.001,76,0,0
211,False,0.001,35,0,0
212,False,0.001,49,0,0
213,False,0.001,3,0,0
214,False,0.001,174,0,0
215,False,0.001,320,74,0
216,False,0.001,119,0,0
217,False,0.001,696,0,0
218,False,0.001,359,191,0
219,True,0.02,145,422,0
220,False,0.001,294,0,0
221,False,0.001,577,0,0
222,False,0.001,129,0,0
223,False,0.001,273,92,0
224,False,0.001,86,0,0
225,False,0.001,114,0,0
226,False,0.001,2238,94,0
227,False,0.001,342,102,0
228,False,0.001,286,0,0
229,False,0.001,819,0,0
230,False,0.001,38,0,0
231,False,0.001,642,85,0
232,False,0.001,715,88,0
233,False,0.001,114,0,0
234,False,0.001,634,78,0
235,False,0.001,702,83,0
236,False,0.001,740,0,0
237,False,0.001,483,77,0
238,False,0.001,41,0,0
239,False,0.001,49,0,0
240,False,0.001,1394,287,0
241,False,0.001,582,0,0
242,False,0.001,1342,259,0
243,False,0.001,300,0,0
244,False,0.001,630,0,0
245,False,0.001,24,0,0
246,False,0.001,453,0,0
247,False,0.001,168,0,0
248,False,0.001,262,0,0
249,False,0.001,33,0,0
250,False,0.001,1016,164,0
251,False,0.001,356,0,0
252,False,0.001,202,80,0
253,False,0.001,237,0,0
254,False,0.001,5,0,0
255,False,0.001,1244,83,0
256,False,0.001,227,0,0
257,False,0.001,155,0,0
258,False,0.001,107,75,0
259,False,0.001,717,86,0
260,False,0.001,252,0,0
261,False,0.001,126,0,0
262,False,0.001,1145,272,0
263,False,0.001,241,0,0
264,False,0.001,83,0,0
265,False,0.001,591,0,0
266,False,0.001,650,80,0
267,False,0.001,215,0,0
268,False,0.001,142,0,0
269,False,0.001,2037,89,0
270,False,0.001,197,0,0
271,False,0.001,179,0,0
272,False,0.001,1201,82,0
273,False,0.001,149,0,0
274,False,0.001,140,0,0
275,True,0.02,972,2020,0
276,False,0.001,308,0,0
277,False,0.001,406,0,0
278,False,0.001,166,0,0
279,False,0.001,719,93,0
280,False,0.001,51,0,0
281,False,0.001,830,73,0
282,False,0.001,81,0,0
283,False,0.001,119,0,0
284,False,0.001,11,0,0
285,False,0.001,771,163,0
286,False,0.001,636,0,0
287,False,0.001,784,0,0
288,False,0.001,134,0,0
289,False,0.001,86,0,0
290,False,0.001,709,75,0
291,False,0.001,211,0,0
292,False,0.001,694,0,0
293,False,0.001,195,82,0
294,False,0.001,179,0,0
295,False,0.001,11,0,0
296,False,0.001,725,100,0
297,False,0.001,159,0,0
298,False,0.001,32,0,0
299,False,0.001,327,86,0
300,False,0.001,301,0,0
301,False,0.001,174,0,0
302,False,0.001,958,64,0
303,False,0.001,137,0,0
304,False,0.001,404,0,0
305,False,0.001,139,0,0
306,False,0.001,559,168,0
307,False,0.001,923,0,0
308,False,0.001,606,87,0
309,False,0.001,206,0,0
310,False,0.001,924,0,0
311,False,0.001,427,0,0
312,False,0.001,62,0,0
313,False,0.001,91,0,0
314,False,0.001,86,0,0
315,False,0.001,719,0,0
316,False,0.001,2822,262,0
317,False,0.001,895,0,0
318,False,0.001,27,0,0
319,False,0.001,252,0,0
320,False,0.001,785,0,0
321,False,0.001,236,0,0
322,False,0.001,14,0,0
323,False,0.001,155,0,0
324,False,0.001,130,0,0
325,False,0.001,54,0,0
326,False,0.001,119,0,0
327,False,0.001,887,194,0
328,False,0.001,585,0,0
329,False,0.001,282,0,0
330,False,0.001,1045,171,0
331,False,0.001,990,249,0
332,False,0.001,259,0,0
333,False,0.001,332,0,0
334,False,0.001,126,0,0
335,False,0.001,83,0,0
336,False,0.001,296,99,0
337,False,0.001,18,0,0
338,False,0.001,217,0,0
339,False,0.001,35,0,0
340,False,0.001,183,0,0
341,False,0.001,435,0,0
342,False,0.001,273,88,0
343,False,0.001,805,164,0
344,False,0.001,263,0,0
345,False,0.001,274,0,0
346,False,0.001,55,88,0
347,False,0.001,492,89,0
348,False,0.001,901,0,0
349,False,0.001,898,0,0
350,False,0.001,31,0,0
351,False,0.001,609,77,0
352,False,0.001,564,95,0
353,False,0.001,938,0,0
354,False,0.001,995,252,0
355,False,0.001,374,0,0
356,False,0.001,246,0,0
357,False,0.001,993,81,0
358,False,0.001,589,76,0
359,False,0.001,119,0,0
360,False,0.001,473,182,0
361,False,0.001,224,76,0
362,False,0.001,445,103,0
363,False,0.001,238,0,0
364,False,0.001,151,0,0
365,False,0.001,191,79,0
366,False,0.001,4,0,0
367,False,0.001,934,73,0
368,False,0.001,221,0,0
369,False,0.001,137,0,0
370,False,0.001,194,179,0
371,False,0.001,536,0,0
372,False,0.001,422,84,0
373,False,0.001,145,0,0
374,False,0.001,558,85,0
375,False,0.001,394,104,0
376,False,0.001,975,83,0
377,False,0.001,40,0,0
378,False,0.001,349,87,0
379,False,0.001,293,0,0
380,False,0.001,566,0,0
381,False,0.001,18,86,0
382,False,0.001,98,85,0
383,False,0.001,46,0,0
384,False,0.001,191,0,0
385,False,0.001,897,0,0
386,False,0.001,125,0,0
387,False,0.001,390,82,0
388,False,0.001,879,70,0
389,False,0.001,313,87,0
390,False,0.001,441,93,0
391,False,0.001,1028,0,0
392,False,0.001,717,0,0
393,False,0.001,311,0,0
394,False,0.001,489,0,0
395,False,0.001,335,0,0
396,False,0.001,197,0,0
397,False,0.001,489,0,0
398,False,0.001,522,72,0
399,False,0.001,233,0,0
400,False,0.001,563,0,0
401,False,0.001,517,83,0
402,False,0.001,258,85,0
403,False,0.001,941,0,0
404,False,0.001,102,0,0
405,False,0.001,41,0,0
406,False,0.001,370,0,0
407,False,0.001,371,0,0
408,False,0.001,1985,152,0
409,False,0.001,464,0,0
410,False,0.001,858,0,0
411,False,0.001,216,0,0
412,False,0.001,15,0,0
413,False,0.001,445,0,0
414,False,0.001,118,0,0
415,False,0.001,212,0,0
416,False,0.001,1295,140,0
417,False,0.001,186,0,0
418,False,0.001,208,0,0
419,False,0.001,219,0,0
420,False,0.001,1015,190,0
421,False,0.001,71,0,0
422,False,0.001,221,0,0
423,False,0.001,127,87,0
424,False,0.001,178,175,0
425,False,0.001,458,84,0
426,False,0.001,283,0,0
427,False,0.001,757,82,0
428,False,0.001,502,166,0
429,False,0.001,178,0,0
430,False,0.001,253,0,0
431,False,0.001,180,0,0
432,False,0.001,371,0,0
433,False,0.001,611,0,0
434,False,0.001,1522,103,0
435,False,0.001,67,0,0
436,False,0.001,540,84,0
437,False,0.001,120,0,0
438,False,0.001,768,0,0
439,False,0.001,444,81,0
440,False,0.001,241,0,0
441,False,0.001,383,0,0
442,False,0.001,644,0,0
443,False,0.001,178,0,0
444,False,0.001,1007,98,0
445,False,0.001,350,0,0
446,False,0.001,983,0,0
447,False,0.001,708,0,0
448,False,0.001,334,0,0
449,False,0.001,257,0,0
450,False,0.001,802,79,0
451,False,0.001,943,72,0
452,False,0.001,53,0,0
453,False,0.001,720,161,0
454,False,0.001,151,101,0
455,False,0.001,420,0,0
456,False,0.001,26,0,0
457,False,0.001,1334,171,0
458,False,0.001,265,0,0
459,False,0.001,458,187,0
460,False,0.001,1107,194,0
461,False,0.001,370,0,0
462,False,0.001,185,0,0
463,False,0.001,174,107,0
464,False,0.001,899,421,0
465,False,0.001,209,0,0
466,False,0.001,145,0,0
467,False,0.001,848,90,0
468,False,0.001,75,0,0
469,False,0.001,515,0,0
470,False,0.001,98,80,0
471,False,0.001,31,0,0
472,False,0.001,853,0,0
473,False,0.001,1082,193,0
474,False,0.001,637,90,0
475,False,0.001,268,0,0
476,False,0.001,46,0,0
477,False,0.001,107,0,0
478,False,0.001,244,0,0
479,False,0.001,815,0,0
480,False,0.001,2324,159,0
481,False,0.001,210,0,0
482,False,0.001,156,0,0
483,False,0.001,127,0,0
484,False,0.001,461,157,0
485,False,0.001,204,0,0
486,False,0.001,121,0,0
487,False,0.001,167,83,0
488,False,0.001,740,0,0
489,False,0.001,161,0,0
490,False,0.001,363,0,0
491,False,0.001,48,0,0
492,False,0.001,48,0,0
493,False,0.001,58,0,0
494,False,0.001,81,0,0
495,False,0.001,84,0,0
496,False,0.001,733,0,0
497,False,0.001,25,0,0
498,False,0.001,41,0,0
499,False,0.001,190,0,0
500,False,0.001,511,74,1
501,False,0.001,3,0,1
502,False,0.001,253,0,1
503,False,0.001,220,0,1
504,False,0.001,125,0,1
505,False,0.001,794,88,1
506,False,0.001,74,0,1
507,False,0.001,210,173,1
508,False,0.001,200,0,1
509,False,0.001,399,0,1
510,False,0.001,507,98,1
511,False,0.001,215,0,1
512,False,0.001,673,101,1
513,False,0.001,463,0,1
514,False,0.001,135,0,1
515,False,0.001,5,0,1
516,False,0.001,944,71,1
517,False,0.001,497,0,1
518,False,0.001,364,81,1
519,False,0.001,40,0,1
520,False,0.001,468,75,1
521,False,0.001,212,0,1
522,False,0.001,62,0,1
523,False,0.001,471,87,1
524,False,0.001,9,0,1
525,False,0.001,1187,80,1
526,False,0.001,328,0,1
527,False,0.001,209,87,1
528,False,0.001,195,0,1
529,False,0.001,132,0,1
530,False,0.001,797,0,1
531,False,0.001,658,89,1
532,False,0.001,160,0,1
533,False,0.001,477,96,1
534,False,0.001,18,0,1
535,False,0.001,237,0,1
536,False,0.001,247,0,1
537,False,0.001,358,0,1
538,False,0.001,137,0,1
539,False,0.001,16,0,1
540,False,0.001,61,0,1
541,False,0.001,90,79,1
542,False,0.001,325,0,1
543,False,0.001,55,0,1
544,False,0.001,60,0,1
545,False,0.001,393,0,1
546,False,0.001,586,0,1
547,False,0.001,551,0,1
548,False,0.001,71,0,1
549,False,0.001,1,0,1
550,False,0.001,340,80,1
551,False,0.001,373,178,1
552,False,0.001,97,0,1
553,False,0.001,524,0,1
554,False,0.001,1380,197,1
555,False,0.001,222,0,1
556,False,0.001,269,0,1
557,False,0.001,562,0,1
558,False,0.001,413,0,1
559,False,0.001,401,88,1
560,False,0.001,110,0,1
561,False,0.001,113,0,1
562,False,0.001,63,0,1
563,False,0.001,153,182,1
564,False,0.001,6,0,1
565,False,0.001,458,0,1
566,False,0.001,167,0,1
567,False,0.001,107,0,1
568,False,0.001,347,0,1
569,False,0.001,195,0,1
570,False,0.001,45,0,1
571,False,0.001,185,0,1
572,False,0.001,980,340,1
573,True,0.02,43,73,1
574,False,0.001,601,155,1
575,False,0.001,338,0,1
576,False,0.001,188,0,1
577,False,0.001,271,0,1
578,False,0.001,717,0,1
579,False,0.001,572,0,1
580,False,0.001,187,0,1
581,False,0.001,1150,0,1
582,False,0.001,836,101,1
583,False,0.001,31,0,1
584,False,0.001,1001,88,1
585,False,0.001,382,0,1
586,False,0.001,149,0,1
587,False,0.001,1056,175,1
588,False,0.001,282,0,1
589,False,0.001,777,0,1
590,False,0.001,345,61,1
591,True,0.02,598,879,1
592,False,0.001,348,0,1
593,False,0.001,37,0,1
594,False,0.001,107,0,1
595,False,0.001,88,0,1
596,False,0.001,185,95,1
597,False,0.001,160,0,1
598,False,0.001,114,0,1
599,False,0.001,731,70,1
600,False,0.001,110,0,1
601,False,0.001,1204,168,1
602,False,0.001,979,76,1
603,False,0.001,311,0,1
604,False,0.001,210,0,1
605,False,0.001,189,0,1
606,False,0.001,93,0,1
607,False,0.001,181,0,1
608,False,0.001,886,0,1
609,False,0.001,206,0,1
610,False,0.001,550,0,1
611,False,0.001,151,0,1
612,False,0.001,312,180,1
613,False,0.001,570,65,1
614,False,0.001,402,73,1
615,False,0.001,1,0,1
616,False,0.001,222,93,1
617,False,0.001,164,0,1
618,False,0.001,349,0,1
619,False,0.001,157,92,1
620,False,0.001,246,0,1
621,False,0.001,765,255,1
622,False,0.001,242,0,1
623,False,0.001,174,0,1
624,False,0.001,1130,81,1
625,False,0.001,221,0,1
626,False,0.001,102,0,1
627,False,0.001,568,0,1
628,False,0.001,98,0,1
629,False,0.001,55,0,1
630,False,0.001,265,0,1
631,False,0.001,448,0,1
632,False,0.001,264,0,1
633,False,0.001,316,0,1
634,False,0.001,362,170,1
635,False,0.001,501,83,1
636,False,0.001,1432,181,1
637,False,0.001,296,93,1
638,False,0.001,211,0,1
639,False,0.001,209,0,1
640,False,0.001,24,0,1
641,False,0.001,218,0,1
642,False,0.001,288,0,1
643,False,0.001,242,0,1
644,False,0.001,427,0,1
645,False,0.001,311,0,1
646,False,0.001,187,0,1
647,False,0.001,267,0,1
648,False,0.001,138,0,1
649,False,0.001,406,0,1
650,False,0.001,142,0,1
651,False,0.001,41,0,1
652,True,0.02,611,1478,1
653,False,0.001,646,0,1
654,False,0.001,1001,0,1
655,False,0.001,24,0,1
656,False,0.001,704,84,1
657,False,0.001,408,0,1
658,False,0.001,81,0,1
659,False,0.001,131,0,1
660,False,0.001,166,0,1
661,False,0.001,50,96,1
662,False,0.001,185,0,1
663,False,0.001,129,0,1
664,False,0.001,146,0,1
665,False,0.001,436,84,1
666,False,0.001,51,0,1
667,False,0.001,134,0,1
668,False,0.001,104,0,1
669,False,0.001,150,0,1
670,False,0.001,932,0,1
671,False,0.001,455,0,1
672,False,0.001,88,0,1
673,False,0.001,374,99,1
674,False,0.001,510,89,1
675,False,0.001,2560,367,1
676,False,0.001,32,0,1
677,False,0.001,585,81,1
678,False,0.001,327,68,1
679,False,0.001,1404,92,1
680,False,0.001,0,0,1
681,False,0.001,937,79,1
682,False,0.001,83,0,1
683,False,0.001,530,0,1
684,False,0.001,240,0,1
685,False,0.001,248,101,1
686,False,0.001,108,0,1
687,False,0.001,25,0,1
688,False,0.001,94,0,1
689,False,0.001,11,0,1
690,False,0.001,459,0,1
691,False,0.001,105,0,1
692,False,0.001,472,0,1
693,False,0.001,344,84,1
694,False,0.001,104,0,1
695,False,0.001,165,0,1
696,False,0.001,21,0,1
697,False,0.001,415,0,1
698,False,0.001,275,85,1
699,False,0.001,79,0,1
700,False,0.001,118,0,1
701,False,0.001,208,0,1
702,False,0.001,230,0,1
703,False,0.001,272,0,1
704,False,0.001,954,86,1
705,False,0.001,66,0,1
706,False,0.001,321,0,1
707,False,0.001,265,0,1
708,False,0.001,124,0,1
709,False,0.001,420,78,1
710,False,0.001,723,83,1
711,False,0.001,1199,0,1
712,False,0.001,126,0,1
713,False,0.001,985,93,1
714,False,0.001,204,0,1
715,False,0.001,30,0,1
716,False,0.001,550,0,1
717,False,0.001,521,77,1
718,False,0.001,96,0,1
719,False,0.001,258,83,1
720,False,0.001,19,0,1
721,False,0.001,213,0,1
722,False,0.001,501,0,1
723,False,0.001,1355,0,1
724,False,0.001,14,0,1
725,False,0.001,674,77,1
726,False,0.001,386,0,1
727,False,0.001,27,0,1
728,False,0.001,436,0,1
729,False,0.001,171,0,1
730,False,0.001,153,0,1
731,False,0.001,720,77,1
732,False,0.001,409,80,1
733,False,0.001,622,79,1
734,False,0.001,2392,281,1
735,False,0.001,802,0,1
736,False,0.001,896,154,1
737,False,0.001,1404,256,1
738,False,0.001,615,97,1
739,False,0.001,95,0,1
740,False,0.001,280,0,1
741,False,0.001,332,88,1
742,False,0.001,222,0,1
743,False,0.001,549,0,1
744,False,0.001,379,0,1
745,False,0.001,188,0,1
746,False,0.001,554,0,1
747,False,0.001,266,0,1
748,False,0.001,364,0,1
749,False,0.001,332,0,1
750,False,0.001,390,0,1
751,False,0.001,14,0,1
752,False,0.001,135,81,1
753,False,0.001,35,0,1
754,False,0.001,731,0,1
755,False,0.001,257,77,1
756,False,0.001,474,76,1
757,False,0.001,353,0,1
758,False,0.001,312,0,1
759,False,0.001,232,0,1
760,False,0.001,288,0,1
761,False,0.001,449,0,1
762,False,0.001,549,0,1
763,False,0.001,138,0,1
764,False,0.001,145,0,1
765,False,0.001,70,0,1
766,False,0.001,107,0,1
767,False,0.001,48,0,1
768,False,0.001,1094,71,1
769,False,0.001,1077,0,1
770,False,0.001,174,0,1
771,False,0.001,407,0,1
772,False,0.001,25,0,1
773,False,0.001,240,0,1
774,False,0.001,948,179,1
775,False,0.001,50,0,1
776,False,0.001,28,0,1
777,False,0.001,318,0,1
778,False,0.001,595,0,1
779,False,0.001,50,0,1
780,False,0.001,195,92,1
781,False,0.001,39,0,1
782,False,0.001,1654,284,1
783,False,0.001,40,79,1
784,False,0.001,127,0,1
785,False,0.001,75,82,1
786,False,0.001,848,0,1
787,False,0.001,267,0,1
788,False,0.001,226,0,1
789,False,0.001,563,79,1
790,False,0.001,466,0,1
791,False,0.001,32,0,1
792,False,0.001,274,0,1
793,False,0.001,495,0,1
794,False,0.001,151,0,1
795,False,0.001,210,0,1
796,False,0.001,23,93,1
797,False,0.001,3,0,1
798,False,0.001,17,0,1
799,False,0.001,78,0,1
800,True,0.02,27,103,1
801,False,0.001,344,164,1
802,False,0.001,506,0,1
803,False,0.001,88,87,1
804,False,0.001,17,0,1
805,False,0.001,1198,0,1
806,False,0.001,879,90,1
807,False,0.001,36,0,1
808,False,0.001,279,0,1
809,False,0.001,20,0,1
810,False,0.001,176,0,1
811,False,0.001,962,175,1
812,False,0.001,366,0,1
813,False,0.001,157,0,1
814,False,0.001,8,0,1
815,False,0.001,60,0,1
816,False,0.001,2,0,1
817,False,0.001,24,0,1
818,False,0.001,78,0,1
819,False,0.001,14,0,1
820,False,0.001,109,0,1
821,False,0.001,758,64,1
822,False,0.001,361,88,1
823,False,0.001,233,0,1
824,False,0.001,56,0,1
825,False,0.001,123,0,1
826,False,0.001,422,0,1
827,False,0.001,234,0,1
828,False,0.001,784,93,1
829,False,0.001,55,0,1
830,False,0.001,78,0,1
831,False,0.001,235,0,1
832,False,0.001,905,84,1
833,False,0.001,412,173,1
834,False,0.001,0,0,1
835,False,0.001,606,0,1
836,False,0.001,60,0,1
837,False,0.001,47,0,1
838,False,0.001,1149,253,1
839,False,0.001,206,0,1
840,False,0.001,824,86,1
841,False,0.001,37,0,1
842,False,0.001,243,0,1
843,False,0.001,21,0,1
844,False,0.001,197,86,1
845,False,0.001,488,72,1
846,False,0.001,126,97,1
847,False,0.001,1085,0,1
848,False,0.001,101,0,1
849,False,0.001,188,0,1
850,False,0.001,426,83,1
851,False,0.001,7,0,1
852,False,0.001,106,0,1
853,False,0.001,166,0,1
854,False,0.001,394,0,1
855,False,0.001,958,91,1
856,False,0.001,1086,510,1
857,False,0.001,341,0,1
858,False,0.001,110,0,1
859,False,0.001,191,0,1
860,False,0.001,110,0,1
861,False,0.001,260,82,1
862,False,0.001,2,0,1
863,False,0.001,87,0,1
864,False,0.001,567,0,1
865,False,0.001,802,70,1
866,False,0.001,33,0,1
867,False,0.001,303,0,1
868,False,0.001,112,0,1
869,False,0.001,554,0,1
870,False,0.001,905,84,1
871,False,0.001,414,0,1
872,False,0.001,149,0,1
873,False,0.001,29,0,1
874,False,0.001,341,0,1
875,False,0.001,657,0,1
876,False,0.001,207,0,1
877,False,0.001,675,0,1
878,False,0.001,933,0,1
879,False,0.001,133,0,1
880,False,0.001,932,0,1
881,False,0.001,5,0,1
882,False,0.001,528,83,1
883,False,0.001,168,0,1
884,False,0.001,63,0,1
885,False,0.001,359,0,1
886,False,0.001,956,184,1
887,False,0.001,53,0,1
888,False,0.001,452,0,1
889,False,0.001,430,85,1
890,False,0.001,7,0,1
891,False,0.001,146,0,1
892,False,0.001,67,0,1
893,False,0.001,987,78,1
894,False,0.001,222,0,1
895,False,0.001,47,0,1
896,False,0.001,151,97,1
897,False,0.001,1264,78,1
898,False,0.001,235,0,1
899,False,0.001,361,0,1
900,False,0.001,1031,177,1
901,False,0.001,326,0,1
902,False,0.001,320,93,1
903,False,0.001,406,0,1
904,False,0.001,384,0,1
905,False,0.001,1190,0,1
906,False,0.001,244,0,1
907,False,0.001,828,0,1
908,False,0.001,552,0,1
909,False,0.001,189,0,1
910,False,0.001,767,80,1
911,False,0.001,16,0,1
912,False,0.001,549,0,1
913,False,0.001,488,96,1
914,False,0.001,299,0,1
915,False,0.001,9,0,1
916,False,0.001,374,0,1
917,False,0.001,410,0,1
918,False,0.001,268,0,1
919,False,0.001,158,0,1
920,False,0.001,281,0,1
921,False,0.001,538,0,1
922,False,0.001,599,84,1
923,False,0.001,693,0,1
924,False,0.001,196,97,1
925,False,0.001,767,0,1
926,False,0.001,120,0,1
927,False,0.001,589,0,1
928,False,0.001,289,0,1
929,False,0.001,210,0,1
930,False,0.001,530,0,1
931,False,0.001,39,0,1
932,False,0.001,993,81,1
933,False,0.001,193,0,1
934,False,0.001,100,0,1
935,False,0.001,314,0,1
936,False,0.001,942,176,1
937,False,0.001,851,161,1
938,False,0.001,46,0,1
939,False,0.001,39,0,1
940,False,0.001,446,96,1
941,False,0.001,129,0,1
942,False,0.001,404,0,1
943,False,0.001,699,89,1
944,False,0.001,97,0,1
945,False,0.001,445,89,1
946,False,0.001,107,0,1
947,False,0.001,54,0,1
948,False,0.001,407,0,1
949,False,0.001,816,0,1
950,False,0.001,378,0,1
951,False,0.001,645,193,1
952,False,0.001,357,86,1
953,False,0.001,96,0,1
954,False,0.001,216,0,1
955,False,0.001,1801,139,1
956,False,0.001,120,0,1
957,False,0.001,366,81,1
958,False,0.001,250,0,1
959,False,0.001,649,84,1
960,False,0.001,185,0,1
961,False,0.001,87,0,1
962,False,0.001,494,0,1
963,False,0.001,34,0,1
964,False,0.001,627,268,1
965,False,0.001,1437,175,1
966,False,0.001,4,0,1
967,False,0.001,192,0,1
968,False,0.001,74,0,1
969,False,0.001,82,0,1
970,False,0.001,728,0,1
971,False,0.001,462,73,1
972,False,0.001,239,0,1
973,False,0.001,14,0,1
974,False,0.001,405,0,1
975,False,0.001,1110,78,1
976,False,0.001,255,0,1
977,False,0.001,195,0,1
978,False,0.001,292,0,1
979,False,0.001,179,112,1
980,False,0.001,360,82,1
981,False,0.001,975,262,1
982,False,0.001,244,91,1
983,False,0.001,192,0,1
984,False,0.001,196,0,1
985,False,0.001,58,0,1
986,False,0.001,477,0,1
987,False,0.001,520,0,1
988,False,0.001,75,0,1
989,False,0.001,232,0,1
